Time	DOF 1	DOF 2	DOF 3	DOF 4	DOF 5	DOF 6	DOF 7	DOF 8	DOF 9	DOF 10
4.052026013006503335e-01	7.211096613043975782e-04	1.146967215814665006e-03	1.356838970141375188e-03	1.439075658104657304e-03	1.462884411956619007e-03	1.473158394672066966e-03	1.488462827167277023e-03	1.513007824618579390e-03	1.540954147584688155e-03	1.554029786515306833e-03
4.102051025512756244e-01	7.396782753588082527e-04	1.180027273826608249e-03	1.400200169515151147e-03	1.488671084596153655e-03	1.515867449345063931e-03	1.527568508362989706e-03	1.543592143695190827e-03	1.568489356054425261e-03	1.596949280443812555e-03	1.611063153635788588e-03
4.152076038019009152e-01	7.584911786094967936e-04	1.213594905293201428e-03	1.444353762705244447e-03	1.539310087111363376e-03	1.570058520179052654e-03	1.583263243882115359e-03	1.600028984266408261e-03	1.625247300089378497e-03	1.654163594236675652e-03	1.669304339787236902e-03
4.202101050525262615e-01	7.775473823520608887e-04	1.247668392525620685e-03	1.489297352372408699e-03	1.590991682208739303e-03	1.625461372120844692e-03	1.640251990230053242e-03	1.657782678512409458e-03	1.683294385611632795e-03	1.712612512172986606e-03	1.728760687954610355e-03
4.252126063031515524e-01	7.968458750287115084e-04	1.282245922045008486e-03	1.535028281369164860e-03	1.643714560253083188e-03	1.682079340464610016e-03	1.698543714748455575e-03	1.716862109646827847e-03	1.742642786386289179e-03	1.772311021105831431e-03	1.789439097966919389e-03
4.302151075537768987e-01	8.163856226119775832e-04	1.317325586105092894e-03	1.581543637377898865e-03	1.697477089847666603e-03	1.739915351338226605e-03	1.758146964155807637e-03	1.777275717941917540e-03	1.803304127088750913e-03	1.833273675113980192e-03	1.851346037629361457e-03
4.352176088044021895e-01	8.361655689771934187e-04	1.352905384175672344e-03	1.628840257586567850e-03	1.752277322322844848e-03	1.798971924978785093e-03	1.819069865640664165e-03	1.839031504258012168e-03	1.865289489465027329e-03	1.895514599151010109e-03	1.914487553961120988e-03
4.402201100550274804e-01	8.561846362634525833e-04	1.388983224387380306e-03	1.676914733401392620e-03	1.808112996281628117e-03	1.859251179082962351e-03	1.881320128015125537e-03	1.902137033628464521e-03	1.928609418620657202e-03	1.959047492762633867e-03	1.978869284537422991e-03
4.452226113056528267e-01	8.764417252226859882e-04	1.425556924938153761e-03	1.725763415195780050e-03	1.864981542202559040e-03	1.920754832233345600e-03	1.944905042931176003e-03	1.966599438902160140e-03	1.993273929439578953e-03	2.023885633873514448e-03	2.044496468934054161e-03
4.502251125562781175e-01	8.969357155565758693e-04	1.462624215461863888e-03	1.775382417094676550e-03	1.922880087100178490e-03	1.983484207401735311e-03	2.009831486162458065e-03	2.032425424445820968e-03	2.059292513134134903e-03	2.090041882644597115e-03	2.111373960272605512e-03
4.552276138069034639e-01	9.176654351427169067e-04	1.500182760113316551e-03	1.825767748612786836e-03	1.981805593627499265e-03	2.047440275585812614e-03	2.076105848350310104e-03	2.099621456862258394e-03	2.126674366131567177e-03	2.157528752537946591e-03	2.179506794434203643e-03
4.602301150575287547e-01	9.386293527446251369e-04	1.538230374036330360e-03	1.876916573913490040e-03	2.041756194085907975e-03	2.112624055670406231e-03	2.143733338064294103e-03	2.168195618036746278e-03	2.195430594776530062e-03	2.226359078380488968e-03	2.248905716883685055e-03
4.652326163081540455e-01	9.598257063201338707e-04	1.576764935075497098e-03	1.928826694666815411e-03	2.102730642092012509e-03	2.179036453285521178e-03	2.212718273919896551e-03	2.238156839468946006e-03	2.265573307618863434e-03	2.296545744085220619e-03	2.319584899376125192e-03
4.702351175587793919e-01	9.812527072334551251e-04	1.615784242346132195e-03	1.981495723347763849e-03	2.164727436243327457e-03	2.246678001960731707e-03	2.283064549128154420e-03	2.309513680279210151e-03	2.337114165390474698e-03	2.368101246553354182e-03	2.391558295615781645e-03
4.752376188094046827e-01	1.002908544207525669e-03	1.655286014844747997e-03	2.034921073172823568e-03	2.227744809161310690e-03	2.315548862283859071e-03	2.354775641495849420e-03	2.382274309109050185e-03	2.410064361922722217e-03	2.441037691949502972e-03	2.464839587276779643e-03
4.802401200600300291e-01	1.024791384273318617e-03	1.695267892115024082e-03	2.089099960255599939e-03	2.291780729508713626e-03	2.385648824990886565e-03	2.427854616718053485e-03	2.456446504061737379e-03	2.484434626556998767e-03	2.515366798504398670e-03	2.539442183703664955e-03
4.852426213106553199e-01	1.046899373708649102e-03	1.735727434876086373e-03	2.144029405775302235e-03	2.356832904047729150e-03	2.456977314132438323e-03	2.502304131759508152e-03	2.532037652692009817e-03	2.560235226663685332e-03	2.591099899384002089e-03	2.615379221629169151e-03
4.902451225612806107e-01	1.069230638965691562e-03	1.776662125613849650e-03	2.199706238159212894e-03	2.422898779741141165e-03	2.529533390318091692e-03	2.578126438325431969e-03	2.609054752049742333e-03	2.637475970273891850e-03	2.668247945626686657e-03	2.692663564916727634e-03
4.952476238119059571e-01	1.091783287586382259e-03	1.818069369136218836e-03	2.256127095279952897e-03	2.489975545898241282e-03	2.603315754039223131e-03	2.655323386422127601e-03	2.687504408781858038e-03	2.716166208827419225e-03	2.746821509149418358e-03	2.771307804334377078e-03
5.002501250625313034e-01	1.114555409104910902e-03	1.859946493092845760e-03	2.313288426668534421e-03	2.558060136367380083e-03	2.678322749071430225e-03	2.733896428007701745e-03	2.767392839297096695e-03	2.796314840040860922e-03	2.826830785824237940e-03	2.851324257367180218e-03
5.052526263131565942e-01	1.137545075898815233e-03	1.902290748234191893e-03	2.371186495388701368e-03	2.627149231066082998e-03	2.754552365607449652e-03	2.813846620430795337e-03	2.848725869483583525e-03	2.877930310329077004e-03	2.908285598194791481e-03	2.932724967381000226e-03
